    reftest_runner_test.go:134: Found 99 WPT reftest files
    reftest_runner_test.go:148: Summary: 99/99 passed, 0 failed
--- PASS: TestWPTReftests (3.62s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-left-radius-004.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-left-radius-005.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-left-radius-010.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-left-radius-011.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-left-radius-014.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-001.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-004.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-005.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-010.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-011.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-bottom-right-radius-014.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-bottom-width-medium.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-bottom-width-thick.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-bottom-width-thin.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-004.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-006.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-007.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-011.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-012.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-013.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-017.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-018.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-019.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-020.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-021.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-calc.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-displayed-with-transparent-border-color.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-image-type-001.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-image-type-002.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-image-type-003.htm (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-image-type-004.htm (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-image-type-005.htm (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-outset-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-outset-004.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-002.htm (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-004.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-005.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-1.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-repeat-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-round-003.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-round-1.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-round-2.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-round-stretch-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-round.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-011.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-1.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-10.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-2.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-3.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-4-ref-1.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-4.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-5-ref-1.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-5.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-6.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-7.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-8.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-space-9.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-repeat-stretch-round-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-round-and-stretch.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-shorthand-001.htm (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-shorthand-002.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-shorthand-003.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-001.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-002.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-003.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-004.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-005.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-006.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-007.htm (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-fill-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-fill-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-fill-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-slice-percentage.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-source-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-image-space-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-001.htm (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-005.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-006.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-007.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-008.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-009.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-image-width-should-extend-to-padding.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-left-width-medium.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-left-width-thick.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-left-width-thin.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-001.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-002.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-003.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-004.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-005.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-006.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-007.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-008.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-009.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-010.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-011.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-radius-012.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-013.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-clip-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-clip-002.htm (0.04s)
    --- SKIP: TestWPTCSS3Reftests/css-backgrounds/border-radius-clipping-002.html (0.01s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-radius-clipping-with-transform-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-radius-dynamic-from-no-radius.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-horizontal-value-is-zero.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-radius-shorthand-002.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-right-width-medium.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-right-width-thick.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-right-width-thin.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-001.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-004.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-005.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-010.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-011.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-left-radius-014.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-001.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-004.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-005.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-010.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-011.xht (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-top-right-radius-014.xht (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-top-width-medium.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-top-width-thick.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/border-top-width-thin.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/border-width-pixel-snapping-001-b.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-005.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-029.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-039.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-040.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-041.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-042.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-body.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-border-radius-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-calc.html (0.13s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-color-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-currentcolor.html (0.06s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-inset-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-inset-without-border-radius.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-invalid-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-multi-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-multiple-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-offset-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-outset-without-border-radius-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-overlapping-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-overlapping-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-overlapping-003.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-overlapping-004.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-radius-000.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-radius-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-radius-generated.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/box-shadow-spread-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/box-shadow-table-border-collapse-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/child-move-reveals-parent-background.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-background-repaint-parent.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-background-repaint.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-border-repaint-parent.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-border-repaint.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-outline-repaint-parent.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/color-mix-currentcolor-outline-repaint.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/css-border-radius-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css-box-shadow-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-clip-border-box.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-clip-content-box.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-clip-padding-box.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-clip.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-origin-border-box.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-origin-content-box.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-origin-padding-box.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-size-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-size-contain.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-background-size.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/css3-border-image-repeat-repeat.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/css3-border-image-repeat-stretch.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/css3-border-image-source.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/css3-box-shadow.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/currentcolor-border-repaint-parent.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/document-canvas-remove-body.html (0.03s)
    --- SKIP: TestWPTCSS3Reftests/css-backgrounds/fieldset-inset-shadow.html (0.01s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/first-letter-space-not-selected.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/inline-background-rtl-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/inner-border-non-renderable.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/inset-box-shadow-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/inset-box-shadow-stacking-context-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/linear-gradient-currentcolor-first-line.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/local-attachment-content-box-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/local-attachment-flex-column-reverse-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/local-attachment-flex-row-reverse-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/local-attachment-rtl-and-flex-row-reverse-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/local-attachment-rtl-scroll.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/order-of-images.htm (0.04s)
    --- SKIP: TestWPTCSS3Reftests/css-backgrounds/scroll-positioned-multiple-background-images.html (0.00s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/subpixel-repeat-no-repeat-mix.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/table-cell-background-local-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/table-cell-background-local-003.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-backgrounds/table-cell-background-local.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-backgrounds/ttwf-reftest-borderRadius.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-box/box-sizing-border-box-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-box/box-sizing-border-box-percent-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-box/box-sizing-content-box-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-box/margin-auto-center-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-box/percentage-padding-001.html (0.03s)
